1095,1,0,1,1,1,1,1
1096,1,0,1,1,1,1,1
1134,1,0,1,1,1,1,1
1136,1,0,1,1,1,1,1
1148,1,0,1,1,1,1,1
1150,1,0,1,1,1,1,1
1152,1,0,1,1,1,1,1
1154,1,0,1,1,1,1,1
1228,1,0,1,1,1,1,1
1303,1,0,1,1,1,1,1
1304,1,0,1,1,1,1,1
1456,1,0,1,1,1,1,1
1458,1,0,1,1,1,1,1
1461,1,0,1,1,1,0,0
1462,1,0,1,1,1,0,0
1485,1,0,1,1,1,1,1
1486,1,0,1,1,1,1,1
1487,1,0,1,1,1,1,1
1488,1,0,1,1,1,1,1
1551,1,0,1,1,1,1,1
1552,1,0,1,1,1,1,1
1801,1,0,1,1,1,1,1
1802,1,0,1,1,1,1,1
1818,1,0,1,1,1,1,1
1820,1,0,1,1,1,1,1
1881,1,0,1,1,1,1,1
1882,1,0,1,1,1,1,1
2011,1,0,1,1,1,1,1
2012,1,0,1,1,1,1,1
2051,1,0,1,1,1,1,1
2052,1,0,1,1,1,1,1
2061,1,0,1,1,1,1,1
2062,1,0,1,1,1,1,1
2065,1,0,1,1,1,0,0
2066,1,0,1,1,1,0,0
2071,1,0,1,1,1,1,1
2073,1,0,1,1,1,1,1
2083,1,0,1,1,1,1,1
2084,1,0,1,1,1,1,1
2123,1,0,1,1,1,1,1
2124,1,0,1,1,1,1,1
2150,1,0,1,1,1,0,0
2152,1,0,1,1,1,0,0
2167,1,0,1,1,1,1,1
2168,1,0,1,1,1,1,1
2207,1,0,1,1,1,1,1
2209,1,0,1,1,1,1,1
2257,1,0,1,1,1,1,1
2258,1,0,1,1,1,1,1
2462,1,0,1,1,1,1,1
2464,1,0,1,1,1,1,1
2549,1,0,1,1,1,1,1
2550,1,0,1,1,1,1,1
2559,0,0,1,1,1,1,1
2560,0,0,1,1,1,1,1
2589,1,0,1,1,1,1,1
2591,1,0,1,1,1,1,1
2602,1,0,1,1,1,1,1
2604,1,0,1,1,1,1,1
2614,1,0,1,1,1,1,1
2616,1,0,1,1,1,1,1
2621,1,0,1,1,1,1,1
2622,1,0,1,1,1,1,1
2623,1,0,1,1,1,1,1
2624,1,0,1,1,1,1,1
2635,1,0,1,1,1,1,1
2636,1,0,1,1,1,1,1
2667,1,0,1,1,1,1,1
2668,1,0,1,1,1,1,1
2671,1,0,1,1,1,1,1
2672,1,0,1,1,1,1,1
2673,1,0,1,1,1,0,0
2674,1,0,1,1,1,0,0
2675,1,0,0,0,0,0,0
2676,1,0,0,0,0,0,0
2686,1,0,1,1,1,1,1
2688,1,0,1,1,1,1,1
2701,1,0,1,1,1,1,1
2702,1,0,1,1,1,1,1
2727,1,0,1,1,1,1,1
2728,1,0,1,1,1,1,1
4031,1,0,0,0,0,0,0
4032,1,0,0,0,0,0,0
4043,1,0,0,0,0,0,0
4044,1,0,0,0,0,0,0
4045,1,0,0,0,0,0,0
4046,1,0,0,0,0,0,0
4059,1,0,0,0,0,0,0
4060,1,0,0,0,0,0,0
4071,1,0,0,0,0,0,0
4072,1,0,0,0,0,0,0
4081,1,0,1,1,1,1,1
4082,1,0,1,1,1,1,1
4083,1,0,0,0,0,0,0
4084,1,0,0,0,0,0,0
4085,1,0,0,0,0,0,0
4086,1,0,0,0,0,0,0
4095,1,0,0,0,0,0,0
4096,1,0,0,0,0,0,0
4133,1,0,0,0,0,0,0
4134,1,0,0,0,0,0,0
4135,1,0,0,0,0,0,0
4136,1,0,0,0,0,0,0
4161,1,0,1,1,1,0,0
4162,1,0,1,1,1,1,1
4171,1,0,1,1,1,1,1
4172,1,0,1,1,1,1,1
4173,1,0,1,1,1,1,1
4174,1,0,1,1,1,1,1
4182,1,0,1,1,1,0,0
4184,1,0,1,1,1,0,0
4187,1,0,0,0,0,0,0
4188,1,0,0,0,0,0,0
4189,1,0,0,0,0,0,0
4190,1,0,0,0,0,0,0
4191,1,0,0,0,0,0,0
4192,1,0,0,0,0,0,0
4215,1,0,0,0,0,0,0
4216,0,0,1,1,1,1,1
4223,1,0,0,0,0,0,0
4224,1,0,0,0,0,0,0
4229,1,0,0,0,0,1,1
4230,1,0,0,0,0,1,1
4245,1,0,1,1,1,0,0
4246,1,0,1,1,1,0,0
4247,1,0,0,0,0,0,0
4255,1,0,0,0,0,0,0
4256,1,0,0,0,0,0,0
4289,1,0,0,0,0,0,0
4290,1,0,0,0,0,0,0
4301,1,0,0,0,0,0,0
4302,1,0,0,0,0,0,0
4305,1,0,0,0,0,0,0
4306,1,0,0,0,0,0,0
4309,1,0,1,1,1,1,1
4310,1,0,1,1,1,1,1
4315,1,0,0,0,0,0,0
4316,1,0,0,0,0,0,0
4318,1,0,0,0,0,0,0
4320,1,0,0,0,0,0,0
4321,1,0,0,0,0,0,0
4322,1,0,0,0,0,0,0
4325,1,0,0,0,0,0,0
4326,1,0,0,0,0,0,0
4327,1,0,0,0,0,0,0
4328,1,0,0,0,0,0,0
4330,1,0,0,0,0,0,0
4343,1,0,0,0,0,0,0
4344,1,0,0,0,0,0,0
4345,1,0,1,1,1,1,1
4346,1,0,1,1,1,1,1
4347,1,0,0,0,0,0,0
4348,1,0,0,0,0,0,0
4355,1,0,0,0,0,0,0
4357,1,0,1,1,1,0,0
4368,1,0,1,1,1,0,0
4370,1,1,1,1,1,0,0
4372,1,0,1,1,1,0,0
4374,1,1,1,1,1,0,0
4375,1,0,0,0,0,0,0
4377,1,0,1,1,1,0,0
4415,1,0,0,0,0,0,0
4416,1,0,0,0,0,0,0
4464,1,0,1,1,1,0,0
4465,1,0,0,0,0,0,0
4466,1,0,0,0,0,0,0
4471,1,0,0,0,0,0,0
4473,1,0,1,1,1,0,0
4481,1,0,0,0,0,0,0
4482,1,0,0,0,0,0,0
4611,1,0,0,0,0,0,0
4612,1,0,0,0,0,0,0
4615,1,0,0,0,0,0,0
4616,1,0,1,1,1,0,0
4627,1,0,0,0,0,0,0
4628,1,0,0,0,0,0,0
4629,1,0,1,1,1,1,1
4630,0,0,0,0,0,0,0
4635,1,0,0,0,0,0,0
4636,1,0,1,1,1,0,0
4641,1,0,1,1,1,0,0
4642,1,0,1,1,1,1,1
4643,1,0,1,1,1,1,1
4652,1,0,1,1,1,0,0
4654,1,0,1,1,1,0,0
4706,1,0,0,0,0,0,0
4708,1,0,1,1,1,1,1
4717,1,0,0,0,0,0,0
4718,1,0,0,0,0,0,0
4720,1,0,0,0,0,0,0
4732,1,0,0,0,0,0,0
4734,1,0,0,0,0,0,0
4741,1,0,0,0,0,0,0
4742,1,0,0,0,0,0,0
4744,1,0,0,0,0,0,0
4746,1,0,0,0,0,0,0
4811,1,0,1,1,1,0,0
4812,1,0,1,1,1,0,0
5005,1,0,0,0,0,0,0
5006,1,0,0,0,0,0,0
5007,1,0,0,0,0,0,0
5008,1,0,0,0,0,0,0
5014,1,0,1,1,1,1,1
5018,1,0,1,1,1,1,1
5020,1,0,1,1,1,1,1
5022,1,0,1,1,1,1,1
5024,1,0,1,1,1,1,1
5026,1,0,1,1,1,1,1
5028,1,0,1,1,1,1,1
5036,1,0,1,1,1,1,1
5038,1,0,1,1,1,1,1
5040,1,0,1,1,1,1,1
5042,1,0,1,1,1,1,1
5045,1,0,0,0,0,0,0
5046,1,0,0,0,0,0,0
5365,1,0,0,0,0,0,0
5366,1,0,0,0,0,0,0
5505,1,0,0,0,0,0,0
5506,1,0,0,0,0,0,0
5511,1,0,0,0,0,0,0
5512,1,0,0,0,0,0,0
5517,1,0,0,0,0,0,0
5518,1,0,0,0,0,0,0
5538,1,0,0,0,0,0,0
5540,1,0,0,0,0,0,0
5609,1,0,0,0,0,0,0
5610,1,0,0,0,0,0,0
5611,1,0,0,0,0,0,0
5612,1,0,0,0,0,0,0
5619,1,0,0,0,0,0,0
5620,1,0,0,0,0,0,0
5629,1,0,0,0,0,0,0
5630,1,0,0,0,0,0,0
5633,1,0,0,0,0,0,0
5634,1,0,1,1,1,0,0
5635,1,0,0,0,0,0,0
5636,1,0,0,0,0,0,0
5639,1,0,0,0,0,0,0
5640,1,0,0,0,0,0,0
5645,1,0,0,0,0,0,0
5647,1,0,1,1,1,0,0
5801,1,0,1,1,1,1,1
5802,1,0,1,1,1,1,1
5809,1,0,1,1,1,0,0
5810,1,0,1,1,1,0,0
5818,1,0,1,1,1,1,1
5820,1,0,1,1,1,1,1
6003,1,0,0,0,0,0,0
6004,1,0,1,1,1,0,0
6021,1,0,0,0,0,0,0
6022,1,0,0,0,0,0,0
6025,1,0,0,0,0,0,0
6026,1,0,0,0,0,0,0
6029,1,0,0,0,0,0,0
6030,1,0,0,0,0,0,0
6031,1,0,0,0,0,0,0
6032,1,0,0,0,0,0,0
6034,1,0,0,0,0,0,0
6035,1,0,1,1,1,0,0
6036,1,0,1,1,1,0,0
6039,1,0,1,1,1,0,0
6041,1,0,0,0,0,0,0
6043,1,0,0,0,0,0,0
6044,1,0,0,0,0,0,0
6045,1,0,0,0,0,0,0
6046,1,0,0,0,0,0,0
6055,1,0,0,0,0,0,0
6056,1,0,0,0,0,0,0
6061,1,0,1,1,1,0,0
6062,1,0,0,0,0,0,0
6063,1,0,0,0,0,0,0
6064,1,0,0,0,0,0,0
6065,1,0,0,0,0,0,0
6066,1,0,0,0,0,0,0
6072,1,0,0,0,0,0,0
6074,1,0,0,0,0,0,0
6087,1,0,0,0,0,0,0
6161,1,0,0,0,0,0,0
6162,1,0,1,1,1,0,0
6215,1,0,0,0,0,0,0
6216,1,0,0,0,0,0,0
6223,1,0,0,0,0,0,0
6224,1,0,0,0,0,0,0
6225,1,0,0,0,0,0,0
6226,1,0,0,0,0,0,0
6231,1,0,0,0,0,0,0
6232,1,0,0,0,0,0,0
6233,1,0,0,0,0,0,0
6234,1,0,0,0,0,0,0
6238,1,0,0,0,0,0,0
6240,1,0,0,0,0,0,0
6245,1,0,1,1,1,1,1
6246,1,0,1,1,1,1,1
6251,1,0,0,0,0,0,0
6252,1,0,0,0,0,0,0
6253,1,0,0,0,0,0,0
6254,1,0,0,0,0,0,0
6257,1,0,0,0,0,0,0
6258,1,0,0,0,0,0,0
6259,0,0,0,0,0,0,0
6260,0,0,0,0,0,0,0
6261,0,0,0,0,0,0,0
6262,0,0,0,0,0,0,0
6263,0,0,0,0,0,0,0
6264,0,0,0,0,0,0,0
6265,0,0,0,0,0,0,0
6266,0,0,0,0,0,0,0
6268,1,0,1,1,1,0,0
6270,1,0,0,0,0,0,0
6272,1,0,0,0,0,0,0
6274,1,0,0,0,0,0,0
6275,1,0,0,0,0,0,0
6276,1,0,0,0,0,0,0
6277,1,0,0,0,0,0,0
6278,1,0,0,0,0,0,0
6279,1,0,0,0,0,0,0
6280,1,0,0,0,0,0,0
6282,1,0,0,0,0,0,0
6284,1,0,0,0,0,0,0
6286,1,0,1,1,1,0,0
6288,1,0,0,0,0,0,0
6291,1,0,0,0,0,0,0
6292,1,0,0,0,0,0,0
6335,1,0,0,0,0,0,0
6336,1,0,0,0,0,0,0
6337,1,0,0,0,0,0,0
6338,1,0,0,0,0,0,0
6345,1,0,1,1,1,1,1
6346,1,0,1,1,1,1,1
6361,1,0,0,0,0,0,0
6362,1,0,1,1,1,0,0
6363,1,0,0,0,0,0,0
6364,1,0,0,0,0,0,0
6365,1,0,0,0,0,0,0
6366,1,0,0,0,0,0,0
6397,1,0,0,0,0,0,0
6398,1,0,0,0,0,0,0
6419,1,0,0,0,0,0,0
6420,1,0,0,0,0,0,0
6423,1,0,0,0,0,0,0
6424,1,0,0,0,0,0,0
6433,1,0,0,0,0,0,0
6434,1,0,0,0,0,0,0
6436,1,0,0,0,0,0,0
6437,1,0,0,0,0,0,0
6452,1,0,0,0,0,0,0
6455,1,0,0,0,0,0,0
6456,1,0,0,0,0,0,0
6601,1,0,0,0,0,0,0
6602,1,0,0,0,0,0,0
6801,1,0,0,0,0,0,0
6802,1,0,0,0,0,0,0
6805,1,0,0,0,0,0,0
6815,1,0,0,0,0,0,0
6816,1,0,0,0,0,0,0
6817,1,0,0,0,0,0,0
6818,1,0,0,0,0,0,0
6819,1,0,0,0,0,0,0
6820,1,0,0,0,0,0,0
6821,1,0,0,0,0,0,0
6822,1,0,0,0,0,0,0
6823,1,0,1,1,1,0,0
6833,1,0,1,1,1,0,0
6845,1,0,0,0,0,0,0
6849,1,0,0,0,0,0,0
6850,1,0,0,0,0,0,0
6851,1,0,0,0,0,0,0
6852,1,0,0,0,0,0,0
6853,1,0,0,0,0,0,0
6854,1,0,0,0,0,0,0
6856,1,0,0,0,0,0,0
6858,1,0,0,0,0,0,0
6905,1,0,0,0,0,0,0
6907,1,0,0,0,0,0,0
6918,1,0,0,0,0,0,0
6920,1,0,0,0,0,0,0
6953,1,0,0,0,0,0,0
6955,1,0,0,0,0,0,0
6967,1,0,0,0,0,0,0
6968,1,0,0,0,0,0,0
7001,1,0,1,1,1,0,0
7003,1,0,0,0,0,0,0
7005,1,0,1,1,1,0,0
7006,1,0,1,1,1,0,0
7007,1,0,1,1,1,0,0
7008,1,0,1,1,1,0,0
7053,1,0,0,0,0,0,0
7054,1,0,0,0,0,0,0
7265,1,0,0,0,0,0,0
7266,1,0,0,0,0,0,0
7267,1,0,0,0,0,0,0
7269,1,0,0,0,0,0,0
7270,1,0,0,0,0,0,0
7273,1,0,0,0,0,0,0
7274,1,0,0,0,0,0,0
7275,1,0,0,0,0,0,0
7452,1,0,0,0,0,0,0
7454,1,0,0,0,0,0,0
7501,1,0,0,0,0,0,0
7502,1,0,0,0,0,0,0
7503,1,0,0,0,0,0,0
7504,1,0,0,0,0,0,0
7505,1,0,0,0,0,0,0
7506,1,0,0,0,0,0,0
7507,1,0,0,0,0,0,0
7508,1,0,0,0,0,0,0
7510,1,0,0,0,0,0,0
7511,1,0,0,0,0,0,0
7513,1,0,0,0,0,0,0
7515,1,0,0,0,0,0,0
7516,1,0,0,0,0,0,0
7519,1,0,0,0,0,0,0
7520,1,0,0,0,0,0,0
7524,1,0,0,0,0,0,0
7529,1,0,0,0,0,0,0
7530,1,0,0,0,0,0,0
7531,1,0,0,0,0,0,0
7532,1,0,0,0,0,0,0
7535,1,0,0,0,0,0,0
7537,1,0,0,0,0,0,0
7556,1,0,1,1,1,0,0
7558,1,0,1,1,1,0,0
7565,1,0,1,1,1,1,1
7566,1,0,1,1,1,1,1
C1001,1,0,0,0,0,0,0
C1002,1,0,0,0,0,0,0
C1003,1,0,0,0,0,0,0
C1004,1,0,0,0,0,0,0
C1005,1,0,0,0,0,0,0
C1006,1,0,0,0,0,0,0
C1007,1,0,0,0,0,0,0
C1008,1,0,0,0,0,0,0
C1009,1,0,0,0,0,0,0
C1010,1,0,0,0,0,0,0
C1011,1,0,0,0,0,0,0
C1012,1,0,0,0,0,0,0
C1013,1,0,0,0,0,0,0
C1014,1,0,0,0,0,0,0
C1015,1,0,0,0,0,0,0
C1016,1,0,0,0,0,0,0
C1017,1,0,0,0,0,0,0
C1018,1,0,0,0,0,0,0
C1019,1,0,0,0,0,0,0
C1020,1,0,0,0,0,0,0
C1021,1,0,0,0,0,0,0
C1022,1,0,0,0,0,0,0
C1023,1,0,0,0,0,0,0
C1024,1,0,0,0,0,0,0
C1025,1,0,0,0,0,0,0
C1026,1,0,0,0,0,0,0
C1027,1,0,0,0,0,0,0
C1028,1,0,0,0,0,0,0
C1029,1,0,0,0,0,0,0
C1030,1,0,0,0,0,0,0
C1031,1,0,0,0,0,0,0
C1032,1,0,0,0,0,0,0
C1034,1,0,0,0,0,0,0
C1037,1,0,0,0,0,0,0
C1041,1,0,0,0,0,0,0
C1042,1,0,0,0,0,0,0
C1043,1,0,0,0,0,0,0
C1044,1,0,0,0,0,0,0
C1201,1,0,0,0,0,0,0
C1202,1,0,0,0,0,0,0
C1203,1,0,0,0,0,0,0
C1204,1,0,0,0,0,0,0
C1205,1,0,0,0,0,0,0
C1206,1,0,0,0,0,0,0
C1207,1,0,0,0,0,0,0
C1208,1,0,0,0,0,0,0
C1209,1,0,0,0,0,0,0
C1210,1,0,0,0,0,0,0
C1211,1,0,0,0,0,0,0
C1212,1,0,0,0,0,0,0
C1213,1,0,0,0,0,0,0
C1214,1,0,0,0,0,0,0
C1215,1,0,0,0,0,0,0
C1216,1,0,0,0,0,0,0
C1217,1,0,0,0,0,0,0
C1218,1,0,0,0,0,0,0
C1219,1,0,0,0,0,0,0
C1220,1,0,0,0,0,0,0
C1221,1,0,0,0,0,0,0
C1222,1,0,0,0,0,0,0
C1223,1,0,0,0,0,0,0
C1224,1,0,0,0,0,0,0
C1225,1,0,0,0,0,0,0
C1226,1,0,0,0,0,0,0
C1227,1,0,0,0,0,0,0
C1228,1,0,0,0,0,0,0
C1229,1,0,0,0,0,0,0
C1230,1,0,0,0,0,0,0
C1231,1,0,0,0,0,0,0
C1232,1,0,0,0,0,0,0
C1233,1,0,0,0,0,0,0
C1234,1,0,0,0,0,0,0
C1235,1,0,0,0,0,0,0
C1236,1,0,0,0,0,0,0
C1238,1,0,0,0,0,0,0
C1241,1,0,0,0,0,0,0
C1242,1,0,0,0,0,0,0
C1243,1,0,0,0,0,0,0
C1244,1,0,0,0,0,0,0
C1245,1,0,0,0,0,0,0
C1246,1,0,0,0,0,0,0
C1247,1,0,0,0,0,0,0
C1248,1,0,0,0,0,0,0
C2001,1,0,0,0,0,0,0
C2002,1,0,0,0,0,0,0
C2003,1,0,0,0,0,0,0
C2004,1,0,0,0,0,0,0
C2005,1,0,0,0,0,0,0
C2006,1,0,0,0,0,0,0
C2007,1,0,0,0,0,0,0
C2008,1,0,0,0,0,0,0
C2009,1,0,0,0,0,0,0
C2010,1,0,0,0,0,0,0
C2011,1,0,0,0,0,0,0
C2012,1,0,0,0,0,0,0
C2013,1,0,0,0,0,0,0
C2014,1,0,0,0,0,0,0
C2015,1,0,0,0,0,0,0
C2016,1,0,0,0,0,0,0
C2017,1,0,0,0,0,0,0
C2018,1,0,0,0,0,0,0
C2019,1,0,0,0,0,0,0
C2020,1,0,0,0,0,0,0
C2021,1,0,0,0,0,0,0
C2022,1,0,0,0,0,0,0
C2023,1,0,0,0,0,0,0
C2024,1,0,0,0,0,0,0
C2025,1,0,0,0,0,0,0
C2026,1,0,0,0,0,0,0
C2027,1,0,0,0,0,0,0
C2028,1,0,0,0,0,0,0
C2029,1,0,0,0,0,0,0
C2030,1,0,0,0,0,0,0
C2031,1,0,0,0,0,0,0
C2032,1,0,0,0,0,0,0
C2033,1,0,0,0,0,0,0
C2034,1,0,0,0,0,0,0
C2035,1,0,0,0,0,0,0
C2036,1,0,0,0,0,0,0
C2037,1,0,0,0,0,0,0
C2038,1,0,0,0,0,0,0
C2039,1,0,0,0,0,0,0
C2040,1,0,0,0,0,0,0
C2041,1,0,0,0,0,0,0
C2042,1,0,0,0,0,0,0
C2043,1,0,0,0,0,0,0
C2044,1,0,0,0,0,0,0
C2045,1,0,0,0,0,0,0
C2046,1,0,0,0,0,0,0
C2047,1,0,0,0,0,0,0
C2048,1,0,0,0,0,0,0
C2049,1,0,0,0,0,0,0
C2050,1,0,0,0,0,0,0
C2051,1,0,0,0,0,0,0
C2052,1,0,0,0,0,0,0
C2053,1,0,0,0,0,0,0
C2054,1,0,0,0,0,0,0
C2055,1,0,0,0,0,0,0
C2056,1,0,0,0,0,0,0
C2057,1,0,0,0,0,0,0
C2058,1,0,0,0,0,0,0
C2059,1,0,0,0,0,0,0
C2060,1,0,0,0,0,0,0
C2061,1,0,0,0,0,0,0
C2062,1,0,0,0,0,0,0
C2063,1,0,0,0,0,0,0
C2064,1,0,0,0,0,0,0
C2065,1,0,0,0,0,0,0
C2066,1,0,0,0,0,0,0
C2067,1,0,0,0,0,0,0
C2068,1,0,0,0,0,0,0
C2069,1,0,0,0,0,0,0
C2070,1,0,0,0,0,0,0
C2071,1,0,0,0,0,0,0
C2072,1,0,0,0,0,0,0
C2073,1,0,0,0,0,0,0
C2074,1,0,0,0,0,0,0
C2075,1,0,0,0,0,0,0
C2076,1,0,0,0,0,0,0
C2077,1,0,0,0,0,0,0
C2078,1,0,0,0,0,0,0
C2079,1,0,0,0,0,0,0
C2080,1,0,0,0,0,0,0
C2081,1,0,0,0,0,0,0
C2082,1,0,0,0,0,0,0
C2083,1,0,0,0,0,0,0
C2084,1,0,0,0,0,0,0
C2085,1,0,0,0,0,0,0
C2086,1,0,0,0,0,0,0
C2087,1,0,0,0,0,0,0
C2088,1,0,0,0,0,0,0
C2089,1,0,0,0,0,0,0
C2090,1,0,0,0,0,0,0
C2091,1,0,0,0,0,0,0
C2092,1,0,0,0,0,0,0
C2093,1,0,0,0,0,0,0
C2094,1,0,0,0,0,0,0
C2095,1,0,0,0,0,0,0
C2096,1,0,0,0,0,0,0
C2097,1,0,0,0,0,0,0
C2098,1,0,0,0,0,0,0
C2099,1,0,0,0,0,0,0
C2100,1,0,0,0,0,0,0
C2101,1,0,0,0,0,0,0
C2102,1,0,0,0,0,0,0
C2103,1,0,0,0,0,0,0
C2104,1,0,0,0,0,0,0
C2105,1,0,0,0,0,0,0
C2106,1,0,0,0,0,0,0
C2107,1,0,0,0,0,0,0
C2108,1,0,0,0,0,0,0
C2201,1,0,0,0,0,0,0
C2202,1,0,0,0,0,0,0
C2203,1,0,0,0,0,0,0
C2204,1,0,0,0,0,0,0
C2205,1,0,0,0,0,0,0
C2206,1,0,0,0,0,0,0
C2207,1,0,0,0,0,0,0
C2208,1,0,0,0,0,0,0
C2209,1,0,0,0,0,0,0
C2210,1,0,0,0,0,0,0
C2211,1,0,0,0,0,0,0
C2212,1,0,0,0,0,0,0
C2213,1,0,0,0,0,0,0
C2214,1,0,0,0,0,0,0
C2215,1,0,0,0,0,0,0
C2216,1,0,0,0,0,0,0
C2217,1,0,0,0,0,0,0
C2218,1,0,0,0,0,0,0
C2219,1,0,0,0,0,0,0
C2220,1,0,0,0,0,0,0
C2221,1,0,0,0,0,0,0
C2222,1,0,0,0,0,0,0
C2223,1,0,0,0,0,0,0
C2224,1,0,0,0,0,0,0
C2225,1,0,0,0,0,0,0
C2226,1,0,0,0,0,0,0
C2227,1,0,0,0,0,0,0
C2228,1,0,0,0,0,0,0
C2229,1,0,0,0,0,0,0
C2230,1,0,0,0,0,0,0
C2231,1,0,0,0,0,0,0
C2232,1,0,0,0,0,0,0
C2233,1,0,0,0,0,0,0
C2234,1,0,0,0,0,0,0
C2235,1,0,0,0,0,0,0
C2236,1,0,0,0,0,0,0
C2237,1,0,0,0,0,0,0
C2238,1,0,0,0,0,0,0
C2239,1,0,0,0,0,0,0
C2240,1,0,0,0,0,0,0
C2241,1,0,0,0,0,0,0
C2242,1,0,0,0,0,0,0
C2243,1,0,0,0,0,0,0
C2244,1,0,0,0,0,0,0
C2245,1,0,0,0,0,0,0
C2246,1,0,0,0,0,0,0
C2301,1,0,0,0,0,0,0
C2302,1,0,0,0,0,0,0
C2303,1,0,0,0,0,0,0
C2304,1,0,0,0,0,0,0
C2305,1,0,0,0,0,0,0
C2306,1,0,0,0,0,0,0
C2307,1,0,0,0,0,0,0
C2308,1,0,0,0,0,0,0
C2309,1,0,0,0,0,0,0
C2581,1,0,0,0,0,0,0
C2582,1,0,0,0,0,0,0
C2583,1,0,0,0,0,0,0
C2584,1,0,0,0,0,0,0
C2585,1,0,0,0,0,0,0
C2586,1,0,0,0,0,0,0
C2587,1,0,0,0,0,0,0
C2588,1,0,0,0,0,0,0
C2589,1,0,0,0,0,0,0
C2590,1,0,0,0,0,0,0
C2591,1,0,0,0,0,0,0
C2592,1,0,0,0,0,0,0
C2593,1,0,0,0,0,0,0
C2594,1,0,0,0,0,0,0
C2596,1,0,0,0,0,0,0
C2611,1,0,0,0,0,0,0
C2612,1,0,0,0,0,0,0
C2613,1,0,0,0,0,0,0
C2614,1,0,0,0,0,0,0
C2615,1,0,0,0,0,0,0
